danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
0.576,0.335,7.0,-12.706,1.0,0.0438,0.748,0.0714,0.131,0.455,77.415,audio_features,2gt0kkTEph69p2ZWn177Tt,spotify:track:2gt0kkTEph69p2ZWn177Tt,https://api.spotify.com/v1/tracks/2gt0kkTEph69p2ZWn177Tt,https://api.spotify.com/v1/audio-analysis/2gt0kkTEph69p2ZWn177Tt,309360.0,4.0,
0.584,0.411,5.0,-16.38,0.0,0.152,0.527,0.0,0.102,0.727,133.703,audio_features,7BWHPwLi3s4rOnKXooZQXP,spotify:track:7BWHPwLi3s4rOnKXooZQXP,https://api.spotify.com/v1/tracks/7BWHPwLi3s4rOnKXooZQXP,https://api.spotify.com/v1/audio-analysis/7BWHPwLi3s4rOnKXooZQXP,138987.0,4.0,
0.617,0.538,0.0,-6.388,1.0,0.142,0.5,0.0787,0.132,0.71,151.437,audio_features,0Dvn6bjMSqv2N50h1AESbu,spotify:track:0Dvn6bjMSqv2N50h1AESbu,https://api.spotify.com/v1/tracks/0Dvn6bjMSqv2N50h1AESbu,https://api.spotify.com/v1/audio-analysis/0Dvn6bjMSqv2N50h1AESbu,144973.0,4.0,
0.748,0.449,0.0,-8.768,0.0,0.0394,0.739,0.0,0.0439,0.853,95.95,audio_features,67KiXzH1vJUJdmpcq9DaoB,spotify:track:67KiXzH1vJUJdmpcq9DaoB,https://api.spotify.com/v1/tracks/67KiXzH1vJUJdmpcq9DaoB,https://api.spotify.com/v1/audio-analysis/67KiXzH1vJUJdmpcq9DaoB,116280.0,4.0,
0.716,0.294,3.0,-6.177,1.0,0.129,0.819,0.0,0.101,0.634,126.729,audio_features,5Q7Ag0Geoh18cqVJHoDaPv,spotify:track:5Q7Ag0Geoh18cqVJHoDaPv,https://api.spotify.com/v1/tracks/5Q7Ag0Geoh18cqVJHoDaPv,https://api.spotify.com/v1/audio-analysis/5Q7Ag0Geoh18cqVJHoDaPv,191053.0,4.0,
0.601,0.384,8.0,-9.541,1.0,0.105,0.924,0.00608,0.088,0.699,129.728,audio_features,56IPhyZ2ByxWPksbqKpNxF,spotify:track:56IPhyZ2ByxWPksbqKpNxF,https://api.spotify.com/v1/tracks/56IPhyZ2ByxWPksbqKpNxF,https://api.spotify.com/v1/audio-analysis/56IPhyZ2ByxWPksbqKpNxF,292707.0,4.0,
0.67,0.237,0.0,-18.342,1.0,0.0364,0.92,0.939,0.093,0.609,84.292,audio_features,5ZaLdSX0UJdLWkOJOVDyzK,spotify:track:5ZaLdSX0UJdLWkOJOVDyzK,https://api.spotify.com/v1/tracks/5ZaLdSX0UJdLWkOJOVDyzK,https://api.spotify.com/v1/audio-analysis/5ZaLdSX0UJdLWkOJOVDyzK,153827.0,4.0,
0.618,0.195,5.0,-16.262,1.0,0.142,0.761,0.0363,0.0744,0.812,84.605,audio_features,1wqrfKgBPtCHITqSwwXcxf,spotify:track:1wqrfKgBPtCHITqSwwXcxf,https://api.spotify.com/v1/tracks/1wqrfKgBPtCHITqSwwXcxf,https://api.spotify.com/v1/audio-analysis/1wqrfKgBPtCHITqSwwXcxf,173160.0,4.0,
0.484,0.278,8.0,-17.089,1.0,0.037,0.672,0.362,0.0923,0.362,145.351,audio_features,5JnVSvNTtEPLe2xM1EvXGs,spotify:track:5JnVSvNTtEPLe2xM1EvXGs,https://api.spotify.com/v1/tracks/5JnVSvNTtEPLe2xM1EvXGs,https://api.spotify.com/v1/audio-analysis/5JnVSvNTtEPLe2xM1EvXGs,315587.0,4.0,
0.6,0.278,10.0,-10.712,0.0,0.0431,0.819,4.55e-05,0.415,0.671,95.528,audio_features,2oBKJYEr166RFXyXtEAtCd,spotify:track:2oBKJYEr166RFXyXtEAtCd,https://api.spotify.com/v1/tracks/2oBKJYEr166RFXyXtEAtCd,https://api.spotify.com/v1/audio-analysis/2oBKJYEr166RFXyXtEAtCd,183693.0,4.0,
0.79,0.334,0.0,-16.057,1.0,0.047,0.588,0.0017,0.0677,0.802,115.519,audio_features,29q5W2FpwJyjZjrJROG5Mk,spotify:track:29q5W2FpwJyjZjrJROG5Mk,https://api.spotify.com/v1/tracks/29q5W2FpwJyjZjrJROG5Mk,https://api.spotify.com/v1/audio-analysis/29q5W2FpwJyjZjrJROG5Mk,170053.0,4.0,
0.554,0.501,8.0,-8.277,1.0,0.0354,0.475,0.0,0.112,0.513,117.003,audio_features,44a3wyIm26EbMwGEFXDdDR,spotify:track:44a3wyIm26EbMwGEFXDdDR,https://api.spotify.com/v1/tracks/44a3wyIm26EbMwGEFXDdDR,https://api.spotify.com/v1/audio-analysis/44a3wyIm26EbMwGEFXDdDR,250280.0,4.0,
0.729,0.344,8.0,-14.173,1.0,0.052,0.772,0.000133,0.285,0.814,132.75,audio_features,024nBbxvX3NpCbrw5XZW3B,spotify:track:024nBbxvX3NpCbrw5XZW3B,https://api.spotify.com/v1/tracks/024nBbxvX3NpCbrw5XZW3B,https://api.spotify.com/v1/audio-analysis/024nBbxvX3NpCbrw5XZW3B,182493.0,4.0,
0.656,0.285,8.0,-13.205,1.0,0.0478,0.875,0.00317,0.0908,0.612,80.197,audio_features,42iATJYN5S908wQMReeDkV,spotify:track:42iATJYN5S908wQMReeDkV,https://api.spotify.com/v1/tracks/42iATJYN5S908wQMReeDkV,https://api.spotify.com/v1/audio-analysis/42iATJYN5S908wQMReeDkV,407533.0,4.0,
0.544,0.246,0.0,-14.357,1.0,0.0607,0.872,0.000568,0.108,0.676,99.586,audio_features,0AoklugadsjYsNpOdidHpF,spotify:track:0AoklugadsjYsNpOdidHpF,https://api.spotify.com/v1/tracks/0AoklugadsjYsNpOdidHpF,https://api.spotify.com/v1/audio-analysis/0AoklugadsjYsNpOdidHpF,220373.0,4.0,
0.615,0.303,5.0,-9.681,1.0,0.035,0.917,0.0,0.105,0.583,115.472,audio_features,48SsJI70wRwQkndkebmLAd,spotify:track:48SsJI70wRwQkndkebmLAd,https://api.spotify.com/v1/tracks/48SsJI70wRwQkndkebmLAd,https://api.spotify.com/v1/audio-analysis/48SsJI70wRwQkndkebmLAd,156547.0,3.0,
0.698,0.272,5.0,-13.192,1.0,0.069,0.829,0.0,0.0745,0.874,93.849,audio_features,7viOK0TULHr1y8RU1K0R0s,spotify:track:7viOK0TULHr1y8RU1K0R0s,https://api.spotify.com/v1/tracks/7viOK0TULHr1y8RU1K0R0s,https://api.spotify.com/v1/audio-analysis/7viOK0TULHr1y8RU1K0R0s,110933.0,4.0,
0.688,0.154,0.0,-12.901,0.0,0.0578,0.688,0.0,0.209,0.566,124.798,audio_features,66aidOEPunzwQGOKqds2PR,spotify:track:66aidOEPunzwQGOKqds2PR,https://api.spotify.com/v1/tracks/66aidOEPunzwQGOKqds2PR,https://api.spotify.com/v1/audio-analysis/66aidOEPunzwQGOKqds2PR,172453.0,4.0,
0.669,0.462,5.0,-9.919,1.0,0.0349,0.441,0.185,0.114,0.648,120.038,audio_features,2MlQuvVsq23rnanz6OYaB5,spotify:track:2MlQuvVsq23rnanz6OYaB5,https://api.spotify.com/v1/tracks/2MlQuvVsq23rnanz6OYaB5,https://api.spotify.com/v1/audio-analysis/2MlQuvVsq23rnanz6OYaB5,256160.0,4.0,
0.66,0.268,2.0,-11.279,0.0,0.0641,0.932,0.00155,0.166,0.606,128.078,audio_features,7M3mkGFmV8YMJXcxJ14OJ3,spotify:track:7M3mkGFmV8YMJXcxJ14OJ3,https://api.spotify.com/v1/tracks/7M3mkGFmV8YMJXcxJ14OJ3,https://api.spotify.com/v1/audio-analysis/7M3mkGFmV8YMJXcxJ14OJ3,268173.0,4.0,
0.569,0.406,5.0,-9.794,0.0,0.0796,0.774,0.0,0.252,0.57,79.766,audio_features,3B1p5fP7kwsWb7WnazHDrS,spotify:track:3B1p5fP7kwsWb7WnazHDrS,https://api.spotify.com/v1/tracks/3B1p5fP7kwsWb7WnazHDrS,https://api.spotify.com/v1/audio-analysis/3B1p5fP7kwsWb7WnazHDrS,248862.0,4.0,
0.738,0.503,1.0,-7.589,1.0,0.0953,0.672,0.00046,0.169,0.804,104.837,audio_features,63DeUSSaejT2QBXkDYwXWt,spotify:track:63DeUSSaejT2QBXkDYwXWt,https://api.spotify.com/v1/tracks/63DeUSSaejT2QBXkDYwXWt,https://api.spotify.com/v1/audio-analysis/63DeUSSaejT2QBXkDYwXWt,246640.0,4.0,
0.42,0.332,10.0,-16.944,1.0,0.0302,0.585,0.931,0.666,0.624,150.478,audio_features,44mZcRGz5AypDvxNFHDPYd,spotify:track:44mZcRGz5AypDvxNFHDPYd,https://api.spotify.com/v1/tracks/44mZcRGz5AypDvxNFHDPYd,https://api.spotify.com/v1/audio-analysis/44mZcRGz5AypDvxNFHDPYd,261611.0,4.0,
0.646,0.668,0.0,-7.855,0.0,0.0343,0.687,0.00432,0.241,0.827,102.914,audio_features,5K5NOAnF7DwQATrEumi6dS,spotify:track:5K5NOAnF7DwQATrEumi6dS,https://api.spotify.com/v1/tracks/5K5NOAnF7DwQATrEumi6dS,https://api.spotify.com/v1/audio-analysis/5K5NOAnF7DwQATrEumi6dS,491293.0,4.0,
0.631,0.376,8.0,-8.385,1.0,0.047,0.831,0.000118,0.0816,0.611,146.705,audio_features,0b8zKRejjjnmdIFes3tzqh,spotify:track:0b8zKRejjjnmdIFes3tzqh,https://api.spotify.com/v1/tracks/0b8zKRejjjnmdIFes3tzqh,https://api.spotify.com/v1/audio-analysis/0b8zKRejjjnmdIFes3tzqh,260400.0,4.0,
0.515,0.413,5.0,-13.288,1.0,0.0606,0.671,0.0,0.306,0.673,132.235,audio_features,5NltGjgbV9hy4HMCS9CYoy,spotify:track:5NltGjgbV9hy4HMCS9CYoy,https://api.spotify.com/v1/tracks/5NltGjgbV9hy4HMCS9CYoy,https://api.spotify.com/v1/audio-analysis/5NltGjgbV9hy4HMCS9CYoy,182760.0,4.0,
0.628,0.333,0.0,-10.631,0.0,0.0658,0.75,0.0,0.334,0.68,76.763,audio_features,5Q4JJ0pK8zEF0oWJxygGAm,spotify:track:5Q4JJ0pK8zEF0oWJxygGAm,https://api.spotify.com/v1/tracks/5Q4JJ0pK8zEF0oWJxygGAm,https://api.spotify.com/v1/audio-analysis/5Q4JJ0pK8zEF0oWJxygGAm,116320.0,3.0,
0.553,0.426,8.0,-12.754,1.0,0.0306,0.684,0.232,0.101,0.611,130.116,audio_features,6SCyZl4vel7zvAPj29xqmi,spotify:track:6SCyZl4vel7zvAPj29xqmi,https://api.spotify.com/v1/tracks/6SCyZl4vel7zvAPj29xqmi,https://api.spotify.com/v1/audio-analysis/6SCyZl4vel7zvAPj29xqmi,412133.0,4.0,
0.5,0.474,1.0,-13.42,1.0,0.0391,0.537,0.0275,0.346,0.754,98.283,audio_features,1vk8IJceUSsnEycyXnLHr4,spotify:track:1vk8IJceUSsnEycyXnLHr4,https://api.spotify.com/v1/tracks/1vk8IJceUSsnEycyXnLHr4,https://api.spotify.com/v1/audio-analysis/1vk8IJceUSsnEycyXnLHr4,390173.0,4.0,
0.576,0.238,9.0,-12.117,0.0,0.0428,0.903,0.0409,0.138,0.383,90.232,audio_features,48RDHEZQhUHFfwrJ7o7Owr,spotify:track:48RDHEZQhUHFfwrJ7o7Owr,https://api.spotify.com/v1/tracks/48RDHEZQhUHFfwrJ7o7Owr,https://api.spotify.com/v1/audio-analysis/48RDHEZQhUHFfwrJ7o7Owr,225840.0,4.0,
0.532,0.423,10.0,-6.742,0.0,0.0924,0.785,0.0,0.12,0.664,172.225,audio_features,1ahnyRMBhh9H9d8v8JIyYF,spotify:track:1ahnyRMBhh9H9d8v8JIyYF,https://api.spotify.com/v1/tracks/1ahnyRMBhh9H9d8v8JIyYF,https://api.spotify.com/v1/audio-analysis/1ahnyRMBhh9H9d8v8JIyYF,197880.0,4.0,
0.651,0.476,0.0,-8.876,0.0,0.0787,0.827,0.0,0.171,0.668,108.047,audio_features,6hRotep2BbjGYmHHjj6soQ,spotify:track:6hRotep2BbjGYmHHjj6soQ,https://api.spotify.com/v1/tracks/6hRotep2BbjGYmHHjj6soQ,https://api.spotify.com/v1/audio-analysis/6hRotep2BbjGYmHHjj6soQ,254880.0,4.0,
0.586,0.382,5.0,-13.572,0.0,0.124,0.692,0.000666,0.0819,0.862,81.58,audio_features,56z6nKTleua5OBs5dO76aV,spotify:track:56z6nKTleua5OBs5dO76aV,https://api.spotify.com/v1/tracks/56z6nKTleua5OBs5dO76aV,https://api.spotify.com/v1/audio-analysis/56z6nKTleua5OBs5dO76aV,319667.0,4.0,
0.655,0.427,3.0,-8.057,1.0,0.0865,0.815,2.04e-06,0.0882,0.854,138.251,audio_features,2NThME2zwT3u2ZiaFan2Fl,spotify:track:2NThME2zwT3u2ZiaFan2Fl,https://api.spotify.com/v1/tracks/2NThME2zwT3u2ZiaFan2Fl,https://api.spotify.com/v1/audio-analysis/2NThME2zwT3u2ZiaFan2Fl,179200.0,4.0,
0.677,0.382,0.0,-11.154,1.0,0.0408,0.704,0.123,0.098,0.729,115.189,audio_features,71igtS6V0X6v1s53CWS1nO,spotify:track:71igtS6V0X6v1s53CWS1nO,https://api.spotify.com/v1/tracks/71igtS6V0X6v1s53CWS1nO,https://api.spotify.com/v1/audio-analysis/71igtS6V0X6v1s53CWS1nO,358760.0,4.0,
0.686,0.372,0.0,-12.663,1.0,0.0356,0.78,2.73e-05,0.101,0.536,118.562,audio_features,2dk9zmPIOjVXhUgeLgfKNU,spotify:track:2dk9zmPIOjVXhUgeLgfKNU,https://api.spotify.com/v1/tracks/2dk9zmPIOjVXhUgeLgfKNU,https://api.spotify.com/v1/audio-analysis/2dk9zmPIOjVXhUgeLgfKNU,422400.0,4.0,
0.61,0.328,8.0,-11.446,1.0,0.0655,0.795,0.896,0.178,0.589,102.865,audio_features,60WNBop8SdFIZZ8PZABZNq,spotify:track:60WNBop8SdFIZZ8PZABZNq,https://api.spotify.com/v1/tracks/60WNBop8SdFIZZ8PZABZNq,https://api.spotify.com/v1/audio-analysis/60WNBop8SdFIZZ8PZABZNq,224787.0,4.0,
0.616,0.184,3.0,-10.388,0.0,0.0425,0.759,0.0,0.207,0.346,127.657,audio_features,3MnRIr9WZLkX3OIQBSByMF,spotify:track:3MnRIr9WZLkX3OIQBSByMF,https://api.spotify.com/v1/tracks/3MnRIr9WZLkX3OIQBSByMF,https://api.spotify.com/v1/audio-analysis/3MnRIr9WZLkX3OIQBSByMF,171240.0,4.0,
0.475,0.365,9.0,-10.694,0.0,0.0378,0.731,0.0,0.309,0.46,78.531,audio_features,6bgkRqGbBJJ9cnwj8S4CkC,spotify:track:6bgkRqGbBJJ9cnwj8S4CkC,https://api.spotify.com/v1/tracks/6bgkRqGbBJJ9cnwj8S4CkC,https://api.spotify.com/v1/audio-analysis/6bgkRqGbBJJ9cnwj8S4CkC,306133.0,4.0,
0.578,0.31,6.0,-16.32,1.0,0.0377,0.83,0.796,0.124,0.696,81.517,audio_features,49vFXoPnbgIoLd76Szqmar,spotify:track:49vFXoPnbgIoLd76Szqmar,https://api.spotify.com/v1/tracks/49vFXoPnbgIoLd76Szqmar,https://api.spotify.com/v1/audio-analysis/49vFXoPnbgIoLd76Szqmar,249480.0,4.0,
0.593,0.662,8.0,-6.54,1.0,0.0655,0.548,0.0,0.226,0.758,110.227,audio_features,2pEBaVA84jg2kDyGa2rGDf,spotify:track:2pEBaVA84jg2kDyGa2rGDf,https://api.spotify.com/v1/tracks/2pEBaVA84jg2kDyGa2rGDf,https://api.spotify.com/v1/audio-analysis/2pEBaVA84jg2kDyGa2rGDf,134973.0,4.0,
0.589,0.305,10.0,-11.783,1.0,0.0684,0.861,0.0811,0.0554,0.774,198.747,audio_features,4BWJoCEQX9RAJPX26kk1QP,spotify:track:4BWJoCEQX9RAJPX26kk1QP,https://api.spotify.com/v1/tracks/4BWJoCEQX9RAJPX26kk1QP,https://api.spotify.com/v1/audio-analysis/4BWJoCEQX9RAJPX26kk1QP,191640.0,4.0,
0.728,0.222,5.0,-18.143,0.0,0.0655,0.552,0.000208,0.107,0.704,95.463,audio_features,65Yy88Liyj4JzcU2gbklgR,spotify:track:65Yy88Liyj4JzcU2gbklgR,https://api.spotify.com/v1/tracks/65Yy88Liyj4JzcU2gbklgR,https://api.spotify.com/v1/audio-analysis/65Yy88Liyj4JzcU2gbklgR,152160.0,4.0,
0.612,0.604,0.0,-6.306,0.0,0.0364,0.77,0.695,0.162,0.924,109.86,audio_features,1jWOaHSKT7CUcBuLdIcOTp,spotify:track:1jWOaHSKT7CUcBuLdIcOTp,https://api.spotify.com/v1/tracks/1jWOaHSKT7CUcBuLdIcOTp,https://api.spotify.com/v1/audio-analysis/1jWOaHSKT7CUcBuLdIcOTp,254800.0,4.0,
0.728,0.422,5.0,-5.932,0.0,0.0533,0.663,0.0,0.0832,0.69,116.813,audio_features,531BfkXiRcoBDqRaJWKfqT,spotify:track:531BfkXiRcoBDqRaJWKfqT,https://api.spotify.com/v1/tracks/531BfkXiRcoBDqRaJWKfqT,https://api.spotify.com/v1/audio-analysis/531BfkXiRcoBDqRaJWKfqT,130200.0,4.0,
0.479,0.495,0.0,-11.239,1.0,0.0421,0.619,7.93e-05,0.203,0.766,131.636,audio_features,1VGjnaotsGHOoYBgPkfskN,spotify:track:1VGjnaotsGHOoYBgPkfskN,https://api.spotify.com/v1/tracks/1VGjnaotsGHOoYBgPkfskN,https://api.spotify.com/v1/audio-analysis/1VGjnaotsGHOoYBgPkfskN,219267.0,4.0,
0.602,0.255,3.0,-10.781,1.0,0.048,0.827,0.0,0.132,0.523,107.705,audio_features,49biLp7sPTHLW6sQib5F0V,spotify:track:49biLp7sPTHLW6sQib5F0V,https://api.spotify.com/v1/tracks/49biLp7sPTHLW6sQib5F0V,https://api.spotify.com/v1/audio-analysis/49biLp7sPTHLW6sQib5F0V,161547.0,4.0,
0.663,0.495,8.0,-8.121,1.0,0.0537,0.708,0.000623,0.182,0.701,109.343,audio_features,2Q6fLryY9lv34jazpe4bnE,spotify:track:2Q6fLryY9lv34jazpe4bnE,https://api.spotify.com/v1/tracks/2Q6fLryY9lv34jazpe4bnE,https://api.spotify.com/v1/audio-analysis/2Q6fLryY9lv34jazpe4bnE,453800.0,4.0,
0.481,0.569,10.0,-11.99,0.0,0.0324,0.225,0.848,0.087,0.824,100.767,audio_features,3bQEe78SKsthvH116E12YJ,spotify:track:3bQEe78SKsthvH116E12YJ,https://api.spotify.com/v1/tracks/3bQEe78SKsthvH116E12YJ,https://api.spotify.com/v1/audio-analysis/3bQEe78SKsthvH116E12YJ,482592.0,3.0,
0.674,0.574,10.0,-10.828,1.0,0.0309,0.112,0.884,0.148,0.684,95.027,audio_features,3kU2MqtFLYhyOpHHXQLS3q,spotify:track:3kU2MqtFLYhyOpHHXQLS3q,https://api.spotify.com/v1/tracks/3kU2MqtFLYhyOpHHXQLS3q,https://api.spotify.com/v1/audio-analysis/3kU2MqtFLYhyOpHHXQLS3q,233600.0,4.0,
0.617,0.479,2.0,-7.342,0.0,0.0361,0.675,0.000522,0.101,0.832,110.016,audio_features,2wfLEFTytRTwmMgSDlOrap,spotify:track:2wfLEFTytRTwmMgSDlOrap,https://api.spotify.com/v1/tracks/2wfLEFTytRTwmMgSDlOrap,https://api.spotify.com/v1/audio-analysis/2wfLEFTytRTwmMgSDlOrap,219160.0,4.0,
0.569,0.601,5.0,-10.154,1.0,0.0901,0.412,0.0139,0.2,0.785,118.412,audio_features,16rC6JrsasyG7p3MjbEFgR,spotify:track:16rC6JrsasyG7p3MjbEFgR,https://api.spotify.com/v1/tracks/16rC6JrsasyG7p3MjbEFgR,https://api.spotify.com/v1/audio-analysis/16rC6JrsasyG7p3MjbEFgR,230813.0,4.0,
0.648,0.277,5.0,-15.763,1.0,0.0319,0.839,0.851,0.0834,0.607,107.462,audio_features,55vZxzO7OAmh93hLRiM8qB,spotify:track:55vZxzO7OAmh93hLRiM8qB,https://api.spotify.com/v1/tracks/55vZxzO7OAmh93hLRiM8qB,https://api.spotify.com/v1/audio-analysis/55vZxzO7OAmh93hLRiM8qB,347453.0,4.0,
0.56,0.492,7.0,-10.693,1.0,0.187,0.607,0.000129,0.435,0.567,80.545,audio_features,2x8hsmA7p24OxS5vxVG1C6,spotify:track:2x8hsmA7p24OxS5vxVG1C6,https://api.spotify.com/v1/tracks/2x8hsmA7p24OxS5vxVG1C6,https://api.spotify.com/v1/audio-analysis/2x8hsmA7p24OxS5vxVG1C6,211000.0,4.0,
0.512,0.137,1.0,-14.554,1.0,0.056,0.888,0.176,0.0969,0.63,173.791,audio_features,0LsYGVyyGCAvCX8bf2I2vO,spotify:track:0LsYGVyyGCAvCX8bf2I2vO,https://api.spotify.com/v1/tracks/0LsYGVyyGCAvCX8bf2I2vO,https://api.spotify.com/v1/audio-analysis/0LsYGVyyGCAvCX8bf2I2vO,205373.0,4.0,
0.586,0.558,5.0,-10.503,0.0,0.0366,0.743,0.00148,0.0609,0.549,94.083,audio_features,6PKGuyvnWzcwC8aDPp9ywI,spotify:track:6PKGuyvnWzcwC8aDPp9ywI,https://api.spotify.com/v1/tracks/6PKGuyvnWzcwC8aDPp9ywI,https://api.spotify.com/v1/audio-analysis/6PKGuyvnWzcwC8aDPp9ywI,312627.0,4.0,
0.602,0.389,2.0,-10.771,1.0,0.054,0.732,0.535,0.127,0.524,95.821,audio_features,1BOH3GRgTRZz7NITH4oEIG,spotify:track:1BOH3GRgTRZz7NITH4oEIG,https://api.spotify.com/v1/tracks/1BOH3GRgTRZz7NITH4oEIG,https://api.spotify.com/v1/audio-analysis/1BOH3GRgTRZz7NITH4oEIG,303164.0,4.0,
0.538,0.238,0.0,-16.677,1.0,0.136,0.105,0.0482,0.104,0.721,171.71,audio_features,6VRSZGxuhPGOCgUUAnAaUw,spotify:track:6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/tracks/6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/audio-analysis/6VRSZGxuhPGOCgUUAnAaUw,343120.0,4.0,
0.711,0.417,8.0,-8.833,1.0,0.0378,0.409,0.0,0.0886,0.654,133.655,audio_features,63OYNxGrbMgvoPFatr9X9C,spotify:track:63OYNxGrbMgvoPFatr9X9C,https://api.spotify.com/v1/tracks/63OYNxGrbMgvoPFatr9X9C,https://api.spotify.com/v1/audio-analysis/63OYNxGrbMgvoPFatr9X9C,141867.0,4.0,
0.592,0.409,10.0,-14.976,0.0,0.0384,0.527,0.871,0.121,0.659,96.82,audio_features,4p1NcWez9GkjeLQAV7WOLP,spotify:track:4p1NcWez9GkjeLQAV7WOLP,https://api.spotify.com/v1/tracks/4p1NcWez9GkjeLQAV7WOLP,https://api.spotify.com/v1/audio-analysis/4p1NcWez9GkjeLQAV7WOLP,360307.0,4.0,
0.853,0.198,6.0,-17.448,1.0,0.0388,0.573,0.00694,0.195,0.444,116.593,audio_features,1EDPO11fsLlQvGBhzxprqS,spotify:track:1EDPO11fsLlQvGBhzxprqS,https://api.spotify.com/v1/tracks/1EDPO11fsLlQvGBhzxprqS,https://api.spotify.com/v1/audio-analysis/1EDPO11fsLlQvGBhzxprqS,447200.0,4.0,
0.506,0.289,3.0,-17.365,1.0,0.0301,0.803,0.862,0.11,0.211,99.876,audio_features,3kl4pwODJrCPK1fHsK2was,spotify:track:3kl4pwODJrCPK1fHsK2was,https://api.spotify.com/v1/tracks/3kl4pwODJrCPK1fHsK2was,https://api.spotify.com/v1/audio-analysis/3kl4pwODJrCPK1fHsK2was,181307.0,4.0,
0.595,0.659,0.0,-9.044,1.0,0.0422,0.119,0.000258,0.27,0.65,111.926,audio_features,0iZFlr1KifqE2h5jM8g5pF,spotify:track:0iZFlr1KifqE2h5jM8g5pF,https://api.spotify.com/v1/tracks/0iZFlr1KifqE2h5jM8g5pF,https://api.spotify.com/v1/audio-analysis/0iZFlr1KifqE2h5jM8g5pF,331387.0,4.0,
0.418,0.44,0.0,-16.602,0.0,0.035,0.555,0.514,0.124,0.561,129.736,audio_features,0TPnEGIdWuqnW85mIVqoie,spotify:track:0TPnEGIdWuqnW85mIVqoie,https://api.spotify.com/v1/tracks/0TPnEGIdWuqnW85mIVqoie,https://api.spotify.com/v1/audio-analysis/0TPnEGIdWuqnW85mIVqoie,314306.0,4.0,
0.545,0.362,3.0,-8.472,1.0,0.0532,0.756,0.0,0.0837,0.793,165.153,audio_features,2QPxNZFYWCEtvLRQ8cEVli,spotify:track:2QPxNZFYWCEtvLRQ8cEVli,https://api.spotify.com/v1/tracks/2QPxNZFYWCEtvLRQ8cEVli,https://api.spotify.com/v1/audio-analysis/2QPxNZFYWCEtvLRQ8cEVli,144840.0,4.0,
0.664,0.664,10.0,-7.265,1.0,0.0323,0.512,0.000658,0.108,0.941,102.896,audio_features,5GmGwX7LtHc1eQEpwdzsxU,spotify:track:5GmGwX7LtHc1eQEpwdzsxU,https://api.spotify.com/v1/tracks/5GmGwX7LtHc1eQEpwdzsxU,https://api.spotify.com/v1/audio-analysis/5GmGwX7LtHc1eQEpwdzsxU,334627.0,4.0,
0.815,0.834,4.0,-2.828,0.0,0.0475,0.0327,0.000268,0.27,0.692,129.989,audio_features,4uOBL4DDWWVx4RhYKlPbPC,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,https://api.spotify.com/v1/tracks/4uOBL4DDWWVx4RhYKlPbPC,https://api.spotify.com/v1/audio-analysis/4uOBL4DDWWVx4RhYKlPbPC,161240.0,4.0,
0.496,0.447,0.0,-5.878,1.0,0.0317,0.82,0.0,0.098,0.315,101.132,audio_features,0djkJ3iAARXRCbfbwwVc3o,spotify:track:0djkJ3iAARXRCbfbwwVc3o,https://api.spotify.com/v1/tracks/0djkJ3iAARXRCbfbwwVc3o,https://api.spotify.com/v1/audio-analysis/0djkJ3iAARXRCbfbwwVc3o,271080.0,4.0,
0.783,0.592,11.0,-8.332,0.0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,audio_features,739WUU1tPFLO4x4HJq561K,spotify:track:739WUU1tPFLO4x4HJq561K,https://api.spotify.com/v1/tracks/739WUU1tPFLO4x4HJq561K,https://api.spotify.com/v1/audio-analysis/739WUU1tPFLO4x4HJq561K,174253.0,4.0,
0.722,0.833,6.0,-3.915,1.0,0.094,0.0556,0.0,0.195,0.53,93.941,audio_features,0jFHMDRXxKaREor3hBEEST,spotify:track:0jFHMDRXxKaREor3hBEEST,https://api.spotify.com/v1/tracks/0jFHMDRXxKaREor3hBEEST,https://api.spotify.com/v1/audio-analysis/0jFHMDRXxKaREor3hBEEST,180000.0,4.0,
0.714,0.736,2.0,-3.801,1.0,0.0457,0.191,0.0,0.0553,0.814,149.985,audio_features,5GKwq4sO5ZHKuWaDmdwMQc,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/tracks/5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/audio-analysis/5GKwq4sO5ZHKuWaDmdwMQc,210818.0,4.0,
0.697,0.713,8.0,-5.273,0.0,0.115,0.0153,0.0,0.0857,0.667,99.964,audio_features,1cgBWgoL6520lR2QZDzdGN,spotify:track:1cgBWgoL6520lR2QZDzdGN,https://api.spotify.com/v1/tracks/1cgBWgoL6520lR2QZDzdGN,https://api.spotify.com/v1/audio-analysis/1cgBWgoL6520lR2QZDzdGN,211949.0,4.0,
